stock_code,n_buy_ops,n_days,avg_daily_ops,avg_amount_wan,total_buy_wan,avg_order_count,avg_time_span_min,avg_vwap_deviation_pct,avg_fwd_1d,win_1d,median_fwd_1d,n_fwd_1d,avg_signal_excess_fwd_1d,signal_excess_win_1d,avg_universe_excess_fwd_1d,universe_excess_win_1d,avg_entry_fwd_1d,entry_win_1d,avg_fwd_3d,win_3d,median_fwd_3d,n_fwd_3d,avg_signal_excess_fwd_3d,signal_excess_win_3d,avg_universe_excess_fwd_3d,universe_excess_win_3d,avg_entry_fwd_3d,entry_win_3d,avg_fwd_5d,win_5d,median_fwd_5d,n_fwd_5d,avg_signal_excess_fwd_5d,signal_excess_win_5d,avg_universe_excess_fwd_5d,universe_excess_win_5d,avg_entry_fwd_5d,entry_win_5d,avg_fwd_10d,win_10d,median_fwd_10d,n_fwd_10d,avg_signal_excess_fwd_10d,signal_excess_win_10d,avg_universe_excess_fwd_10d,universe_excess_win_10d,avg_entry_fwd_10d,entry_win_10d,avg_fwd_20d,win_20d,median_fwd_20d,n_fwd_20d,avg_signal_excess_fwd_20d,signal_excess_win_20d,avg_universe_excess_fwd_20d,universe_excess_win_20d,avg_entry_fwd_20d,entry_win_20d,stability,avg_universe_excess_fwd_5d_norm,universe_excess_win_5d_norm,n_buy_ops_norm,stability_norm,score
000157,2641,226,11.7,627.4,1656990.1,17.8,31.1,-0.03,0.17,0.506,0.13,2625,0.05,0.477,-0.1,0.42,8895.48,1.0,0.32,0.538,0.14,2599,-0.07,0.422,-0.46,0.373,8907.42,1.0,0.51,0.542,0.49,2583,-0.17,0.447,-0.74,0.408,8923.57,1.0,1.44,0.583,1.35,2557,0.16,0.488,-1.02,0.433,9005.95,1.0,2.51,0.679,2.4,2430,0.27,0.481,-1.16,0.39,9094.33,1.0,-0.216,0.5164410058027079,0.5630026809651475,0.32935708752904724,0.49347014925373134,0.49069563904181
000528,2278,222,10.3,659.8,1502976.0,19.5,28.0,-0.06,0.06,0.411,-0.37,2273,-0.02,0.428,-0.12,0.425,1433.95,1.0,0.39,0.484,-0.09,2238,0.06,0.462,-0.25,0.421,1438.8,1.0,0.5,0.471,-0.25,2234,-0.11,0.432,-0.55,0.398,1440.51,1.0,0.83,0.497,0.0,2222,-0.41,0.374,-1.3,0.338,1445.6,1.0,0.6,0.49,-0.18,2166,-0.96,0.385,-2.47,0.335,1442.07,1.0,-0.117,0.534816247582205,0.5361930294906168,0.2731216111541441,0.585820895522388,0.4879908196631347
000568,3793,236,16.1,1850.5,7018845.1,49.9,32.9,-0.07,-0.03,0.476,-0.14,3781,-0.11,0.395,-0.27,0.413,3581.47,1.0,0.04,0.456,-0.44,3756,-0.28,0.435,-0.78,0.402,3583.35,1.0,0.11,0.464,-0.35,3734,-0.46,0.419,-1.19,0.383,3585.33,1.0,0.34,0.496,-0.2,3647,-0.87,0.378,-2.03,0.369,3591.37,1.0,1.03,0.506,0.15,3498,-1.1,0.439,-2.47,0.381,3612.68,1.0,-0.274,0.4729206963249517,0.49597855227882043,0.5078233927188226,0.43936567164179097,0.48346308992157044
000066,3605,224,16.1,2180.0,7858739.9,51.1,32.5,-0.09,0.06,0.478,-0.07,3591,-0.07,0.412,-0.21,0.38,1058.8,1.0,0.19,0.483,-0.22,3571,-0.2,0.429,-0.57,0.381,1060.34,1.0,0.35,0.456,-0.53,3533,-0.33,0.393,-0.86,0.353,1062.13,1.0,0.61,0.449,-0.68,3506,-0.83,0.365,-1.75,0.323,1065.12,1.0,0.93,0.448,-1.12,3406,-1.49,0.331,-2.79,0.308,1068.86,1.0,-0.143,0.5048355899419729,0.4155495978552279,0.4786986831913246,0.5615671641791045,0.4784955683895329
000762,1854,189,9.8,804.1,1490790.2,24.4,28.2,-0.07,0.19,0.475,-0.1,1848,0.07,0.413,-0.21,0.399,501.87,1.0,0.32,0.543,0.63,1821,0.02,0.474,-0.64,0.387,502.64,1.0,0.72,0.508,0.15,1788,0.09,0.457,-0.91,0.426,505.01,1.0,0.81,0.544,0.86,1724,-0.08,0.458,-1.61,0.369,505.57,1.0,1.44,0.602,1.76,1627,-0.02,0.449,-1.88,0.382,509.32,1.0,-0.177,0.5,0.611260053619303,0.20743609604957397,0.5298507462686567,0.47785030992257144
000620,1575,211,7.5,1023.8,1612441.6,21.1,24.1,-0.16,0.22,0.397,0.0,1560,0.17,0.425,-0.17,0.394,227.88,1.0,0.39,0.449,-0.74,1526,0.3,0.391,-0.58,0.34,228.43,1.0,1.57,0.407,-1.5,1481,1.26,0.409,0.06,0.362,232.44,1.0,1.98,0.341,-2.9,1425,1.2,0.295,-0.71,0.224,233.81,1.0,7.38,0.365,-2.7,1296,5.33,0.306,3.6,0.269,251.42,1.0,0.004,0.5938104448742746,0.43967828418230565,0.16421378776142526,0.6986940298507462,0.4721398237417612
000753,1992,218,9.1,601.6,1198399.2,16.4,25.8,0.02,-0.06,0.429,-0.23,1985,0.01,0.442,-0.27,0.416,1018.94,1.0,-0.2,0.425,-0.47,1978,-0.07,0.431,-0.94,0.386,1017.36,1.0,-0.01,0.466,-0.35,1959,0.13,0.462,-1.15,0.418,1019.43,1.0,1.04,0.482,-0.7,1875,0.8,0.455,-0.96,0.434,1030.98,1.0,3.0,0.516,0.58,1724,2.19,0.458,0.42,0.422,1052.96,1.0,-0.129,0.47678916827852996,0.5898123324396783,0.22881487219209914,0.5746268656716418,0.4708850280488995
000700,1682,177,9.5,793.5,1334688.1,20.2,24.4,-0.11,0.33,0.473,-0.35,1654,0.28,0.478,-0.03,0.469,1766.44,1.0,0.85,0.431,-0.29,1616,0.56,0.44,-0.32,0.364,1775.26,1.0,0.98,0.487,-0.66,1575,0.48,0.441,-0.74,0.406,1777.13,1.0,1.06,0.52,0.41,1494,0.64,0.509,-1.18,0.446,1778.57,1.0,-0.93,0.524,1.54,1359,-1.09,0.468,-2.7,0.4,1741.9,1.0,-0.096,0.5164410058027079,0.5576407506702414,0.18079008520526724,0.605410447761194,0.47056768933932847
000036,620,115,5.4,904.6,560844.8,18.6,21.2,0.1,0.66,0.444,-0.76,588,0.57,0.439,0.08,0.398,1042.7,1.0,1.03,0.425,-0.93,548,0.91,0.423,-0.83,0.358,1047.57,1.0,2.61,0.419,-0.74,515,2.32,0.423,0.23,0.373,1065.48,1.0,1.78,0.419,-2.36,454,1.36,0.445,-1.29,0.366,1056.42,1.0,1.23,0.425,-1.88,388,1.02,0.415,-0.91,0.325,1047.42,1.0,0.02,0.6102514506769826,0.4691689008042896,0.016266460108443067,0.7136194029850746,0.459466482832276
000783,2759,226,12.2,716.1,1975710.8,19.1,31.6,-0.08,-0.03,0.448,-0.13,2747,-0.12,0.434,-0.3,0.386,579.66,1.0,0.11,0.508,0.13,2726,-0.19,0.473,-0.73,0.366,580.57,1.0,0.49,0.575,0.66,2703,-0.19,0.463,-0.99,0.382,583.08,1.0,1.11,0.628,1.37,2639,-0.3,0.486,-1.57,0.402,587.29,1.0,1.95,0.685,2.76,2508,-0.48,0.55,-1.99,0.407,592.84,1.0,-0.291,0.4922630560928433,0.49329758713136734,0.3476374903175833,0.42350746268656714,0.4567727429087209
000534,979,167,5.9,574.4,562377.2,16.4,21.2,-0.0,0.13,0.505,0.06,964,0.05,0.417,-0.21,0.394,330.43,1.0,0.58,0.491,0.0,949,0.32,0.44,-0.48,0.42,332.37,1.0,1.49,0.495,-0.06,934,0.84,0.459,-0.41,0.39,336.25,1.0,1.34,0.452,-0.36,899,-0.08,0.418,-2.33,0.325,335.58,1.0,3.11,0.556,2.14,784,0.91,0.495,-0.42,0.362,343.06,1.0,-0.056,0.5483558994197292,0.5147453083109921,0.0718822618125484,0.6427238805970148,0.45241479268340046
000555,2214,217,10.2,1249.8,2767068.2,30.1,25.8,-0.04,-0.25,0.481,-0.39,2201,-0.23,0.425,-0.44,0.407,216.65,1.0,-0.21,0.407,-0.85,2195,-0.28,0.4,-0.72,0.349,216.8,1.0,0.23,0.416,-1.49,2172,-0.1,0.413,-0.75,0.354,218.16,1.0,0.16,0.448,-1.3,2151,-0.76,0.376,-2.03,0.36,217.96,1.0,-0.22,0.452,-3.23,2057,-1.6,0.387,-3.09,0.344,216.71,1.0,-0.076,0.5154738878143134,0.41823056300268097,0.2632068164213788,0.6240671641791045,0.44670680372871585
000651,4174,231,18.1,2768.0,11553704.9,70.1,36.2,0.01,-0.03,0.507,0.05,4156,-0.06,0.501,-0.23,0.464,23437.05,1.0,-0.1,0.485,-0.07,4125,-0.37,0.417,-0.89,0.391,23415.32,1.0,-0.09,0.511,0.02,4097,-0.6,0.417,-1.42,0.343,23412.93,1.0,-0.05,0.55,0.43,3986,-1.1,0.427,-2.4,0.347,23396.16,1.0,0.1,0.527,0.29,3793,-1.8,0.371,-3.17,0.278,23383.78,1.0,-0.362,0.4506769825918762,0.38873994638069714,0.566847405112316,0.35727611940298504,0.4459898699137213
000158,3771,222,17.0,3253.9,12270604.8,80.2,32.5,-0.09,0.03,0.474,-0.05,3756,0.0,0.422,-0.14,0.409,195.37,1.0,0.23,0.466,-0.54,3711,-0.03,0.429,-0.45,0.387,195.97,1.0,-0.14,0.403,-1.28,3679,-0.56,0.354,-1.18,0.321,194.88,1.0,0.38,0.419,-1.25,3623,-0.59,0.354,-1.61,0.309,196.38,1.0,1.34,0.472,-1.3,3506,-0.68,0.332,-2.02,0.306,199.21,1.0,-0.176,0.47388781431334626,0.3297587131367293,0.5044151820294346,0.5307835820895521,0.44244413428119944
000768,3062,234,13.1,904.8,2770405.7,27.2,32.0,-0.02,-0.12,0.43,-0.21,3037,-0.23,0.406,-0.4,0.346,760.8,1.0,-0.22,0.449,-0.39,3007,-0.55,0.398,-0.96,0.348,759.91,1.0,-0.15,0.479,-0.15,2981,-0.79,0.418,-1.43,0.384,760.47,1.0,-0.21,0.434,-0.32,2918,-1.49,0.429,-2.5,0.346,759.93,1.0,-0.35,0.492,-0.12,2824,-2.68,0.421,-3.86,0.349,758.67,1.0,-0.407,0.44970986460348167,0.4986595174262735,0.394577846630519,0.31529850746268656,0.4399272211416472
000422,2452,220,11.1,823.4,2019063.1,22.3,26.7,-0.14,-0.14,0.463,-0.16,2447,-0.14,0.462,-0.34,0.444,1314.56,1.0,-0.33,0.502,0.07,2416,-0.31,0.469,-0.86,0.394,1311.87,1.0,-0.2,0.502,0.08,2400,-0.3,0.434,-1.14,0.369,1313.5,1.0,-0.9,0.413,-1.47,2352,-0.79,0.374,-2.15,0.34,1303.7,1.0,-1.07,0.42,-1.44,2250,-1.86,0.376,-3.48,0.325,1300.9,1.0,-0.196,0.4777562862669246,0.45844504021447724,0.3000774593338497,0.5121268656716417,0.43986420500504714
000536,2113,218,9.7,989.8,2091479.6,23.5,28.3,-0.12,-0.04,0.468,0.0,2106,-0.08,0.432,-0.27,0.417,266.47,1.0,-0.04,0.43,-0.74,2087,-0.26,0.376,-0.74,0.378,266.46,1.0,-0.08,0.479,-0.43,2064,-0.65,0.419,-1.47,0.398,266.28,1.0,0.21,0.508,0.38,2012,-1.07,0.429,-2.53,0.412,267.35,1.0,-1.27,0.458,-1.56,1890,-2.43,0.38,-3.82,0.337,262.34,1.0,-0.208,0.4458413926499033,0.5361930294906168,0.24756003098373355,0.5009328358208955,0.4387997556859826
000100,6571,225,29.2,1437.0,9442774.7,31.4,37.4,-0.02,-0.04,0.427,-0.19,6529,-0.15,0.458,-0.35,0.376,273.97,1.0,-0.22,0.46,0.0,6476,-0.55,0.378,-1.09,0.312,273.29,1.0,-0.42,0.436,-0.25,6423,-1.04,0.369,-1.84,0.28,272.52,1.0,-0.43,0.474,-0.47,6261,-1.71,0.327,-3.04,0.256,272.42,1.0,-0.94,0.419,-1.19,5928,-3.22,0.263,-4.55,0.185,270.4,1.0,-0.528,0.4100580270793037,0.2198391420911529,0.9381874515879164,0.20242537313432832,0.4378549810900835
000060,2103,230,9.1,515.7,1084570.9,14.5,30.8,-0.05,0.13,0.476,0.0,2079,0.02,0.463,-0.23,0.451,4051.57,1.0,0.19,0.529,0.18,2050,-0.01,0.485,-0.87,0.369,4054.04,1.0,0.28,0.563,0.71,2017,-0.03,0.521,-1.27,0.402,4056.89,1.0,0.66,0.545,1.13,1918,0.07,0.502,-1.79,0.319,4071.94,1.0,1.06,0.573,1.3,1764,-0.13,0.541,-2.06,0.467,4086.7,1.0,-0.337,0.465183752417795,0.5469168900804291,0.24601084430673897,0.38059701492537307,0.4374104383451318
000032,2548,225,11.3,1586.0,4041038.6,39.5,29.1,0.01,0.08,0.499,-0.04,2547,-0.02,0.434,-0.16,0.418,323.83,1.0,0.03,0.425,-0.63,2543,-0.32,0.414,-0.74,0.383,323.6,1.0,0.18,0.409,-1.25,2513,-0.38,0.354,-0.89,0.336,324.16,1.0,0.35,0.4,-1.79,2469,-0.55,0.355,-1.31,0.317,324.96,1.0,-2.38,0.283,-5.29,2435,-3.74,0.262,-5.11,0.233,313.39,1.0,-0.098,0.5019342359767892,0.36997319034852555,0.3149496514329977,0.6035447761194029,0.4351100593938132
000681,3267,222,14.7,1937.0,6328216.8,50.4,30.1,0.01,0.05,0.469,-0.2,3249,-0.1,0.395,-0.28,0.363,410.25,1.0,-0.09,0.439,-0.78,3230,-0.43,0.366,-0.93,0.313,409.46,1.0,0.04,0.432,-1.04,3208,-0.52,0.403,-1.28,0.332,410.1,1.0,0.33,0.453,-0.81,3142,-0.88,0.355,-2.11,0.341,411.5,1.0,-0.11,0.469,-1.24,2983,-2.04,0.373,-3.44,0.328,409.33,1.0,-0.173,0.46421663442940037,0.3592493297587132,0.42633617350890785,0.5335820895522388,0.43208689635637965
000661,3176,233,13.6,1050.7,3336931.6,28.9,28.5,-0.06,-0.06,0.449,-0.23,3171,-0.07,0.38,-0.23,0.377,729.48,1.0,-0.06,0.452,-0.29,3149,-0.29,0.376,-0.73,0.363,729.42,1.0,-0.02,0.412,-0.68,3128,-0.43,0.369,-1.15,0.332,729.65,1.0,-0.23,0.457,-0.9,3059,-1.15,0.394,-2.5,0.359,727.72,1.0,-0.03,0.469,-0.7,2909,-1.88,0.333,-3.3,0.29,728.94,1.0,-0.199,0.47678916827852996,0.3592493297587132,0.41223857474825715,0.5093283582089553,0.4318710170095729
000725,6448,224,28.8,3107.3,20035798.6,48.6,40.0,-0.01,0.02,0.44,0.0,6448,-0.09,0.399,-0.27,0.398,437.95,1.0,-0.18,0.478,0.0,6341,-0.46,0.399,-0.96,0.35,436.81,1.0,-0.22,0.461,0.0,6297,-0.78,0.385,-1.51,0.262,436.61,1.0,-0.16,0.494,0.0,6180,-1.54,0.322,-2.78,0.255,436.84,1.0,-0.66,0.43,-0.5,5841,-3.0,0.231,-4.34,0.154,434.08,1.0,-0.54,0.441972920696325,0.17158176943699735,0.9191324554608831,0.19123134328358204,0.43121332453016403
000564,5692,225,25.3,1314.3,7480915.1,28.8,31.0,-0.06,-0.2,0.404,-0.4,5670,-0.21,0.367,-0.34,0.343,1131.31,1.0,-0.33,0.377,-0.84,5637,-0.6,0.33,-1.11,0.301,1129.81,1.0,-0.44,0.406,-1.0,5603,-0.91,0.351,-1.78,0.277,1128.49,1.0,-1.03,0.387,-1.97,5429,-2.12,0.245,-3.31,0.208,1121.26,1.0,-1.47,0.375,-1.68,5182,-3.66,0.271,-5.05,0.207,1115.6,1.0,-0.307,0.4158607350096712,0.21179624664879365,0.802013942680093,0.4085820895522388,0.4311441654897491
000801,2273,222,10.2,932.7,2119951.6,24.0,27.5,-0.08,0.04,0.49,-0.14,2263,0.01,0.488,-0.19,0.459,1403.54,1.0,0.19,0.465,-0.12,2244,-0.08,0.447,-0.61,0.396,1405.91,1.0,0.25,0.465,-0.3,2220,-0.35,0.405,-1.24,0.359,1406.69,1.0,0.83,0.567,1.12,2132,-0.31,0.429,-1.6,0.42,1415.23,1.0,0.46,0.47,-0.37,2007,-1.16,0.397,-2.33,0.331,1409.3,1.0,-0.222,0.46808510638297873,0.4316353887399464,0.2723470178156468,0.4878731343283582,0.4199813761711406
000039,1905,215,8.9,594.8,1133047.0,15.2,29.2,-0.08,0.04,0.447,-0.12,1889,0.02,0.451,-0.17,0.406,5052.24,1.0,-0.03,0.463,-0.13,1854,-0.09,0.416,-0.68,0.367,5046.67,1.0,0.13,0.55,0.44,1843,0.1,0.456,-0.79,0.346,5054.88,1.0,0.14,0.554,0.49,1799,-0.18,0.457,-1.64,0.354,5054.44,1.0,0.75,0.611,2.52,1682,-0.76,0.414,-2.12,0.324,5083.09,1.0,-0.19,0.511605415860735,0.3967828418230563,0.21533694810224632,0.5177238805970148,0.41851679657136165
000830,1395,219,6.4,478.5,667499.4,14.8,26.7,-0.06,0.2,0.454,0.0,1393,0.17,0.475,-0.04,0.438,807.63,1.0,-0.03,0.479,-0.16,1375,-0.15,0.439,-0.73,0.356,805.54,1.0,0.21,0.488,0.0,1350,0.04,0.447,-0.82,0.361,807.51,1.0,0.06,0.498,-0.09,1318,-0.24,0.439,-1.62,0.289,805.89,1.0,1.51,0.465,-1.06,1253,-0.15,0.397,-1.67,0.352,818.58,1.0,-0.174,0.5087040618955513,0.43699731903485256,0.13632842757552285,0.5326492537313432,0.41511143135691514
000799,2318,226,10.3,883.7,2048434.2,26.4,26.0,-0.11,0.0,0.465,-0.21,2311,-0.1,0.405,-0.27,0.395,120.64,1.0,0.18,0.424,-0.74,2304,-0.1,0.372,-0.61,0.345,121.0,1.0,0.55,0.453,-0.55,2274,-0.05,0.391,-0.72,0.312,121.8,1.0,1.35,0.494,-0.1,2243,0.09,0.405,-1.24,0.333,123.53,1.0,1.4,0.392,-3.03,2126,-0.39,0.342,-1.94,0.309,123.58,1.0,-0.11,0.5183752417794971,0.3056300268096515,0.2793183578621224,0.5923507462686567,0.4141378509539845
000543,1619,227,7.1,345.5,559424.9,10.3,29.3,-0.09,-0.11,0.424,-0.14,1614,-0.1,0.401,-0.27,0.367,504.92,1.0,-0.28,0.428,-0.28,1580,-0.43,0.373,-0.87,0.354,503.72,1.0,-0.06,0.387,-0.41,1563,-0.5,0.422,-1.19,0.374,504.97,1.0,0.52,0.431,-0.41,1523,-0.54,0.445,-1.48,0.406,508.21,1.0,0.97,0.516,0.14,1493,-0.8,0.34,-2.29,0.277,510.71,1.0,-0.275,0.4729206963249517,0.47184986595174266,0.1710302091402014,0.4384328358208955,0.4087725637256333
000683,1527,221,6.9,463.2,707271.5,12.9,26.9,-0.04,0.09,0.434,-0.15,1524,-0.02,0.458,-0.19,0.427,750.85,1.0,0.2,0.503,0.16,1514,0.03,0.46,-0.49,0.4,751.72,1.0,0.42,0.466,0.0,1501,0.01,0.441,-0.79,0.346,753.43,1.0,1.82,0.58,1.04,1465,0.69,0.528,-0.52,0.442,765.19,1.0,3.14,0.668,2.46,1401,1.02,0.498,-0.39,0.357,775.79,1.0,-0.191,0.511605415860735,0.3967828418230563,0.15677769171185127,0.5167910447761194,0.4067116617111931
000875,1402,218,6.4,448.8,629168.8,13.7,31.8,-0.03,0.04,0.42,-0.12,1400,-0.06,0.39,-0.16,0.394,48.15,1.0,0.15,0.515,0.12,1386,-0.12,0.447,-0.49,0.401,48.3,1.0,0.19,0.515,0.22,1378,-0.27,0.402,-0.88,0.359,48.35,1.0,0.15,0.505,0.13,1360,-0.53,0.421,-1.64,0.365,48.28,1.0,0.72,0.464,0.0,1325,-0.83,0.346,-2.63,0.288,49.09,1.0,-0.24,0.5029013539651838,0.4316353887399464,0.13741285824941907,0.4710820895522388,0.40524193881316517
000758,1210,184,6.6,624.5,755689.8,17.1,26.8,-0.11,0.19,0.46,-0.17,1199,0.19,0.458,0.06,0.439,1631.59,1.0,-0.19,0.479,-0.15,1189,-0.33,0.399,-0.67,0.367,1624.91,1.0,-0.12,0.474,-0.49,1178,-0.52,0.409,-1.07,0.362,1625.73,1.0,-0.29,0.383,-1.47,1164,-1.29,0.389,-2.07,0.336,1622.85,1.0,0.12,0.504,0.32,1148,-2.17,0.411,-3.62,0.393,1629.99,1.0,-0.22,0.48452611218568664,0.43967828418230565,0.10766847405112316,0.48973880597014924,0.39622150553620594
000538,2300,229,10.0,549.5,1263933.8,17.0,33.0,-0.06,0.02,0.45,-0.06,2294,-0.03,0.428,-0.16,0.398,2986.65,1.0,-0.05,0.455,-0.14,2281,-0.24,0.384,-0.59,0.337,2984.08,1.0,0.05,0.486,-0.02,2269,-0.39,0.353,-0.97,0.323,2986.95,1.0,0.0,0.493,-0.02,2232,-1.01,0.347,-1.9,0.217,2984.41,1.0,0.29,0.472,-0.26,2181,-1.67,0.313,-2.98,0.24,2991.66,1.0,-0.29,0.49419729206963253,0.33512064343163545,0.27652982184353214,0.4244402985074627,0.3959651040767964
000858,3699,228,16.2,4396.4,16262387.7,105.2,34.2,-0.01,-0.08,0.412,-0.17,3690,-0.15,0.435,-0.33,0.387,1927.42,1.0,-0.16,0.454,-0.19,3654,-0.51,0.402,-1.0,0.336,1924.97,1.0,-0.27,0.432,-0.41,3638,-0.87,0.359,-1.63,0.32,1922.36,1.0,-0.31,0.458,-0.33,3537,-1.52,0.274,-2.53,0.197,1919.12,1.0,-0.7,0.418,-0.96,3423,-2.94,0.198,-4.18,0.175,1909.89,1.0,-0.462,0.43036750483558994,0.3270777479892762,0.4932610379550736,0.2639925373134328,0.39532178765337683
